vehicle_id,now_avg_kmpl,now_avg_kmpl_inv,now_total_fuel_cost_inr,now_avg_co2_kg,future_avg_kmpl,future_avg_kmpl_inv,future_total_fuel_cost_inr,future_avg_co2_kg
VEH-04630,16.94,0.059,177414.3,2.49,15.29,0.0654,215832.05,2.62
VEH-04631,15.15,0.066,392014.65,3.2,13.72,0.0729,457117.49,3.49
VEH-04632,15.64,0.0639,302711.13,2.68,13.88,0.072,350228.84,3.17
VEH-04633,18.37,0.0544,154852.87,2.43,16.69,0.0599,190975.16,2.89
VEH-04634,16.83,0.0594,278955.68,2.46,15.61,0.0641,327772.77,2.62
VEH-04635,16.09,0.0622,398767.04,3.2,15.22,0.0657,479223.27,3.42
VEH-04636,12.82,0.078,523802.26,3.51,12.07,0.0829,640074.89,3.91
VEH-04637,17.27,0.0579,265898.34,2.72,15.33,0.0652,315235.64,2.98
VEH-04638,10.6,0.0943,1399022.81,5.38,9.79,0.1021,1572852.72,6.11
VEH-04639,13.37,0.0748,698918.43,3.69,11.4,0.0877,774624.8,4.41
VEH-04640,12.81,0.0781,849624.35,4.62,11.64,0.0859,1008186.27,5.11
VEH-04641,15.93,0.0628,329213.62,2.42,14.4,0.0694,406953.72,2.57
VEH-04642,15.58,0.0642,346953.48,3.03,14.69,0.0681,422453.3,3.58
VEH-04643,17.48,0.0572,178802.88,2.14,15.77,0.0634,221619.15,2.52
VEH-04644,15.24,0.0656,545625.84,3.67,13.6,0.0735,597773.74,4.38
VEH-04645,15.18,0.0659,459688.83,3.04,14.0,0.0714,512481.88,3.63
VEH-04646,14.41,0.0694,482772.36,3.49,13.02,0.0768,575111.14,3.84
VEH-04647,16.14,0.062,263592.83,2.58,15.58,0.0642,287766.07,3.03
VEH-04648,13.23,0.0756,764612.57,4.18,12.42,0.0805,909927.54,4.73
VEH-04649,18.61,0.0537,117780.39,2.25,16.75,0.0597,135553.99,2.42
VEH-04650,15.59,0.0641,294949.9,3.06,14.24,0.0702,350467.69,3.23
VEH-04651,16.51,0.0606,367592.16,2.93,14.75,0.0678,417927.66,3.08
VEH-04652,16.13,0.062,342522.83,2.97,14.31,0.0699,377090.82,3.51
VEH-04653,15.67,0.0638,465166.17,3.16,14.43,0.0693,536715.03,3.65
VEH-04654,15.79,0.0633,293542.46,3.15,14.67,0.0682,352851.93,3.77
VEH-04655,15.24,0.0656,466386.99,3.48,14.5,0.069,523192.91,3.82
VEH-04656,13.36,0.0749,591571.45,3.58,11.84,0.0845,731068.61,4.22
VEH-04657,16.66,0.06,272561.11,2.86,15.59,0.0641,310406.76,3.37
VEH-04658,14.91,0.0671,451443.15,3.3,13.57,0.0737,515964.18,3.52
VEH-04659,12.98,0.077,558003.46,3.23,11.6,0.0862,626551.69,3.75
VEH-04660,17.23,0.058,166513.58,2.36,15.41,0.0649,204525.56,2.68
VEH-04661,16.72,0.0598,236820.94,2.52,15.52,0.0644,265382.48,2.72
VEH-04662,15.78,0.0634,295563.93,2.83,14.45,0.0692,331395.67,3.16
VEH-04663,13.4,0.0746,741763.46,3.85,11.97,0.0835,873451.95,4.36
VEH-04664,15.75,0.0635,419950.1,3.25,14.63,0.0684,503386.89,3.86
VEH-04665,15.01,0.0666,395897.02,2.94,14.31,0.0699,438110.63,3.09
VEH-04666,14.34,0.0697,323431.5,2.88,13.16,0.076,357264.04,3.39
VEH-04667,15.51,0.0645,367212.82,2.86,14.92,0.067,397407.88,3.1
VEH-04668,15.74,0.0635,475415.09,3.38,14.95,0.0669,528150.07,3.81
VEH-04669,13.54,0.0739,627865.8,3.49,11.92,0.0839,698988.47,4.09
VEH-04670,13.78,0.0726,642815.78,4.18,12.34,0.081,756029.99,4.89
VEH-04671,17.13,0.0584,353512.09,3.06,15.44,0.0648,405974.52,3.52
VEH-04672,15.79,0.0633,396096.37,3.07,14.33,0.0698,475326.43,3.42
VEH-04673,15.32,0.0653,286689.65,2.59,14.11,0.0709,316135.78,3.05
VEH-04674,11.99,0.0834,808259.89,3.93,11.02,0.0907,939682.95,4.61
VEH-04675,18.62,0.0537,166857.3,2.44,17.34,0.0577,203087.15,2.72
VEH-04676,10.87,0.092,1056202.36,4.52,9.26,0.108,1161144.41,4.86
VEH-04677,13.87,0.0721,423089.11,3.18,13.35,0.0749,500614.86,3.67
VEH-04678,15.0,0.0667,358330.01,3.1,14.2,0.0704,404329.96,3.38
VEH-04679,12.31,0.0812,885671.38,4.4,11.68,0.0856,1012481.21,4.75
VEH-04680,18.23,0.0549,123288.99,2.13,17.04,0.0587,139625.31,2.37
VEH-04681,12.05,0.083,1125164.87,4.67,10.83,0.0923,1403963.21,5.4
VEH-04682,14.44,0.0693,394433.12,2.77,12.99,0.077,486985.22,2.95
VEH-04683,17.19,0.0582,201455.5,2.44,15.97,0.0626,224168.22,2.77
VEH-04684,16.92,0.0591,398096.16,3.49,15.07,0.0664,443435.84,3.93
VEH-04685,15.9,0.0629,309091.99,2.85,14.41,0.0694,354765.05,3.17
VEH-04686,16.25,0.0615,454153.34,3.5,14.28,0.07,533463.35,4.02
VEH-04687,15.55,0.0643,318048.23,2.91,14.29,0.07,346795.45,3.35
VEH-04688,15.4,0.0649,371029.29,2.95,14.55,0.0687,462419.5,3.23
VEH-04689,15.79,0.0633,161078.88,2.42,14.28,0.07,183619.93,2.56
VEH-04690,17.28,0.0579,354861.33,3.25,16.66,0.06,400689.08,3.78
VEH-04691,16.6,0.0602,355488.92,3.37,14.65,0.0683,420258.43,3.97
VEH-04692,16.71,0.0598,244967.29,2.92,15.16,0.066,290212.11,3.34
VEH-04693,16.46,0.0608,186987.44,2.16,15.61,0.0641,211280.03,2.44
VEH-04694,12.17,0.0822,580389.39,3.23,10.34,0.0967,693541.5,3.63
VEH-04695,14.86,0.0673,446761.17,3.29,14.35,0.0697,512013.35,3.52
VEH-04696,16.87,0.0593,167711.1,2.48,16.09,0.0622,205532.26,2.78
VEH-04697,15.13,0.0661,395829.79,3.05,13.4,0.0746,435207.09,3.23
VEH-04698,14.67,0.0682,426527.38,3.04,13.81,0.0724,488107.69,3.28
VEH-04699,12.68,0.0789,843678.21,4.01,11.73,0.0853,935356.92,4.48
VEH-04700,13.85,0.0722,657870.33,3.74,11.9,0.084,803933.73,4.14
VEH-04701,18.94,0.0528,120005.37,2.17,18.08,0.0553,133286.16,2.55
VEH-04702,16.44,0.0608,302436.55,2.8,14.54,0.0688,346103.35,3.29
VEH-04703,14.76,0.0678,439628.8,2.95,13.56,0.0737,482674.38,3.53
VEH-04704,13.94,0.0717,625612.14,3.9,12.54,0.0797,756994.62,4.47
VEH-04705,17.37,0.0576,180130.55,2.45,16.77,0.0596,199376.54,2.77
VEH-04706,17.39,0.0575,248090.79,3.01,16.3,0.0613,270029.85,3.18
VEH-04707,11.92,0.0839,656893.71,3.63,10.3,0.0971,729731.34,4.07
VEH-04708,17.9,0.0559,271123.64,2.76,17.22,0.0581,316136.54,3.03
VEH-04709,13.57,0.0737,461247.34,2.98,12.51,0.0799,508678.71,3.43
VEH-04710,17.05,0.0587,92786.18,2.34,15.3,0.0654,113058.85,2.72
VEH-04711,12.7,0.0787,616564.01,3.26,10.74,0.0931,720756.57,3.86
VEH-04712,15.35,0.0651,326670.15,2.95,13.51,0.074,378570.29,3.26
VEH-04713,14.71,0.068,547709.35,3.59,13.19,0.0758,596490.07,3.81
VEH-04714,15.6,0.0641,459016.46,3.41,14.27,0.0701,563226.89,3.74
VEH-04715,15.03,0.0665,555753.17,3.61,13.11,0.0763,668614.66,4.04
VEH-04716,17.55,0.057,270536.67,3.15,16.25,0.0615,314597.47,3.61
VEH-04717,14.33,0.0698,425465.36,3.26,12.98,0.077,500786.18,3.45
VEH-04718,18.23,0.0549,235719.2,2.43,16.37,0.0611,290955.6,2.81
VEH-04719,18.06,0.0554,317895.98,2.84,16.59,0.0603,381277.64,3.06
VEH-04720,13.51,0.074,702301.66,3.86,12.67,0.0789,805430.51,4.1
VEH-04721,16.02,0.0624,356246.63,3.31,15.51,0.0645,389819.34,3.78
VEH-04722,19.52,0.0512,144943.58,2.54,18.32,0.0546,156595.32,2.73
VEH-04723,12.98,0.077,777945.39,4.27,11.45,0.0873,857592.23,4.97
VEH-04724,16.86,0.0593,156577.02,2.32,15.8,0.0633,188742.97,2.71
VEH-04725,18.75,0.0533,76291.76,2.04,16.99,0.0589,92791.78,2.16
VEH-04726,14.53,0.0688,517768.83,3.4,12.85,0.0778,589036.82,4.01
VEH-04727,14.68,0.0681,474028.33,2.89,13.58,0.0736,574267.56,3.32
VEH-04728,14.31,0.0699,390382.43,3.05,12.78,0.0782,485368.17,3.57
VEH-04729,15.48,0.0646,491979.51,3.58,13.7,0.073,577035.2,3.98
VEH-04730,16.19,0.0618,421609.54,3.13,14.39,0.0695,508699.0,3.62
VEH-04731,17.8,0.0562,220172.31,2.61,15.87,0.063,255603.21,2.79
VEH-04732,17.82,0.0561,269477.45,2.46,16.18,0.0618,296401.04,2.71
VEH-04733,16.25,0.0615,349645.01,2.88,15.09,0.0663,427547.57,3.27
VEH-04734,14.9,0.0671,437871.7,3.05,13.11,0.0763,477839.18,3.26
VEH-04735,18.67,0.0536,247845.82,2.76,17.68,0.0566,268187.31,3.02
VEH-04736,12.51,0.0799,873912.72,4.19,11.88,0.0842,1020977.74,4.91
VEH-04737,14.39,0.0695,406948.21,2.84,13.61,0.0735,460183.78,3.35
VEH-04738,16.89,0.0592,238300.87,2.47,15.17,0.0659,264104.34,2.87
VEH-04739,18.42,0.0543,101258.96,2.07,16.57,0.0604,117992.5,2.4
VEH-04740,12.67,0.0789,837861.21,4.04,10.99,0.091,1036547.57,4.47
VEH-04741,18.16,0.0551,245195.28,2.68,17.29,0.0578,272270.28,3.18
VEH-04742,16.01,0.0625,314162.57,2.88,14.66,0.0682,347774.35,3.05
VEH-04743,16.45,0.0608,350417.47,2.86,15.5,0.0645,433775.71,3.24
VEH-04744,16.31,0.0613,370862.31,3.23,14.48,0.0691,417221.29,3.66
VEH-04745,16.19,0.0618,322623.64,3.27,15.36,0.0651,387638.4,3.74
VEH-04746,13.13,0.0762,584872.07,3.34,11.52,0.0868,697070.06,3.83
VEH-04747,18.7,0.0535,159054.72,2.35,17.55,0.057,189151.45,2.62
VEH-04748,16.96,0.059,274606.3,2.93,16.18,0.0618,330752.44,3.17
VEH-04749,17.9,0.0559,319702.17,3.11,16.68,0.06,379208.83,3.64
VEH-04750,16.37,0.0611,236025.74,2.83,14.97,0.0668,279999.1,3.11
VEH-04751,18.42,0.0543,210083.88,2.31,17.21,0.0581,240763.44,2.53
VEH-04752,16.81,0.0595,250087.46,2.87,16.14,0.062,299206.27,3.25
VEH-04753,15.37,0.0651,492384.93,3.25,14.83,0.0674,581922.76,3.66
VEH-04754,15.79,0.0633,304525.89,2.39,14.67,0.0682,353040.53,2.53
VEH-04755,16.54,0.0605,264572.05,2.24,15.38,0.065,299934.71,2.49
VEH-04756,15.64,0.0639,353673.19,2.92,14.23,0.0703,403288.01,3.46
VEH-04757,12.51,0.0799,625777.08,3.62,11.41,0.0876,749583.67,4.09
VEH-04758,14.29,0.07,566210.39,3.49,13.73,0.0728,669492.89,4.04
VEH-04759,15.55,0.0643,305090.04,2.75,13.56,0.0737,347094.5,3.19
VEH-04760,15.8,0.0633,285385.88,2.65,14.81,0.0675,349999.92,2.93
VEH-04761,10.58,0.0945,1160331.77,4.31,9.78,0.1022,1292937.47,5.06
VEH-04762,15.7,0.0637,369747.24,3.03,14.83,0.0674,424924.12,3.61
VEH-04763,10.75,0.093,1234242.73,4.99,9.01,0.111,1437943.82,5.89
VEH-04764,13.23,0.0756,701437.23,4.01,11.46,0.0873,823050.73,4.72
VEH-04765,16.14,0.062,253937.1,2.54,14.3,0.0699,274735.83,2.95
VEH-04766,19.51,0.0513,151318.0,2.58,18.34,0.0545,172518.7,3.02
VEH-04767,14.08,0.071,496511.97,3.33,13.0,0.0769,611062.59,3.61
VEH-04768,15.72,0.0636,432920.74,3.24,13.95,0.0717,469263.15,3.43
VEH-04769,15.4,0.0649,325781.82,3.06,13.46,0.0743,357735.7,3.25
VEH-04770,15.15,0.066,488568.56,3.63,14.33,0.0698,567371.11,4.18
VEH-04771,16.06,0.0623,301747.6,2.77,14.87,0.0672,327538.61,3.05
VEH-04772,17.7,0.0565,353358.97,2.96,16.06,0.0623,412344.55,3.5
VEH-04773,17.55,0.057,206733.8,2.43,15.64,0.0639,226991.21,2.81
VEH-04774,17.26,0.0579,162551.44,2.07,16.08,0.0622,181793.42,2.26
VEH-04775,16.27,0.0615,324591.89,2.92,15.27,0.0655,381537.49,3.12
VEH-04776,16.37,0.0611,367248.54,3.08,15.8,0.0633,446455.03,3.54
VEH-04777,10.72,0.0933,1141863.28,4.63,9.23,0.1083,1280900.42,5.22
VEH-04778,15.45,0.0647,425072.09,3.25,14.1,0.0709,477656.36,3.43
VEH-04779,17.82,0.0561,182837.07,2.76,16.5,0.0606,202794.6,3.0
VEH-04780,13.43,0.0745,534780.78,3.38,12.26,0.0816,654878.41,3.97
VEH-04781,10.3,0.0971,1214560.96,4.59,9.14,0.1094,1433878.14,5.36
VEH-04782,17.18,0.0582,328309.89,2.87,16.29,0.0614,368493.99,3.27
VEH-04783,12.87,0.0777,658069.4,3.52,12.01,0.0833,785101.05,3.9
VEH-04784,12.2,0.082,729252.15,3.94,10.86,0.0921,809314.1,4.33
VEH-04785,14.18,0.0705,578788.16,3.57,12.37,0.0808,637279.58,4.15
VEH-04786,17.95,0.0557,257063.71,2.76,16.32,0.0613,278835.78,3.28
VEH-04787,14.51,0.0689,577661.17,3.63,12.6,0.0794,648976.55,4.0
VEH-04788,13.21,0.0757,645360.44,3.65,11.5,0.087,706353.57,4.12
VEH-04789,16.4,0.061,127302.68,2.37,15.5,0.0645,145872.74,2.56
VEH-04790,15.8,0.0633,296411.54,3.03,14.5,0.069,350097.87,3.41
VEH-04791,15.39,0.065,368679.46,3.17,13.46,0.0743,432616.0,3.69
VEH-04792,15.22,0.0657,367363.1,3.16,13.52,0.074,406463.72,3.35
VEH-04793,15.58,0.0642,431681.25,3.21,14.37,0.0696,530647.29,3.7
VEH-04794,18.39,0.0544,24519.45,2.06,17.27,0.0579,28523.53,2.17
VEH-04795,14.49,0.069,649401.02,3.71,13.87,0.0721,703995.97,3.97
VEH-04796,15.5,0.0645,423997.95,2.86,14.68,0.0681,502670.58,3.39
VEH-04797,16.72,0.0598,445621.98,3.55,15.5,0.0645,489376.27,3.92
VEH-04798,14.91,0.0671,383332.69,2.97,14.22,0.0703,439244.08,3.45
VEH-04799,15.12,0.0661,307675.28,2.89,14.52,0.0689,337499.54,3.23
VEH-04800,18.6,0.0538,149072.47,2.5,17.65,0.0567,175334.82,2.8
VEH-04801,17.16,0.0583,334028.78,3.07,16.18,0.0618,398906.83,3.3
VEH-04802,18.97,0.0527,69761.2,1.89,17.77,0.0563,81992.22,2.2
VEH-04803,13.39,0.0747,718497.26,3.77,12.61,0.0793,861637.89,4.19
VEH-04804,12.53,0.0798,849486.91,4.39,11.14,0.0898,991922.08,4.82
VEH-04805,16.59,0.0603,343466.72,3.21,15.71,0.0637,396970.92,3.5
VEH-04806,15.9,0.0629,518716.14,3.5,13.92,0.0718,587544.8,4.07
VEH-04807,15.07,0.0664,348719.66,2.98,14.44,0.0693,386096.18,3.21
VEH-04808,10.61,0.0943,1125822.51,4.61,9.44,0.1059,1352778.37,5.15
VEH-04809,13.32,0.0751,784886.3,4.09,12.46,0.0803,916767.86,4.39
VEH-04810,11.23,0.089,1148424.66,4.6,9.56,0.1046,1277054.51,5.04
VEH-04811,14.95,0.0669,434762.28,3.27,14.2,0.0704,541568.13,3.48
VEH-04812,11.15,0.0897,780939.15,3.94,10.2,0.098,908305.07,4.18
VEH-04813,16.61,0.0602,485363.11,3.27,16.02,0.0624,579407.29,3.68
VEH-04814,18.17,0.055,54171.84,1.96,17.58,0.0569,61190.77,2.29
VEH-04815,11.87,0.0842,765299.67,3.67,11.14,0.0898,881663.72,4.21
VEH-04816,16.33,0.0612,306895.15,2.7,15.47,0.0646,348363.49,2.92
VEH-04817,14.66,0.0682,432358.7,3.19,14.1,0.0709,524784.86,3.61
VEH-04818,12.95,0.0772,739083.6,4.17,11.72,0.0853,906096.29,4.84
VEH-04819,14.96,0.0668,349581.59,3.05,13.77,0.0726,421742.3,3.28
VEH-04820,15.58,0.0642,365408.99,2.82,14.44,0.0693,409993.17,3.35
VEH-04821,17.32,0.0577,224351.45,2.97,15.71,0.0637,250031.97,3.32
VEH-04822,13.79,0.0725,495558.81,3.2,12.92,0.0774,546296.34,3.7
VEH-04823,12.73,0.0786,772482.91,4.07,11.57,0.0864,854811.77,4.79
VEH-04824,16.39,0.061,229544.73,2.38,14.71,0.068,266545.49,2.75
VEH-04825,15.88,0.063,308140.89,2.83,14.64,0.0683,345420.27,3.03
VEH-04826,14.8,0.0676,439142.88,3.01,12.8,0.0781,539883.65,3.44
VEH-04827,12.72,0.0786,774305.49,4.06,11.81,0.0847,921044.84,4.7
VEH-04828,15.32,0.0653,292443.22,2.63,14.32,0.0698,327293.98,2.9
VEH-04829,16.28,0.0614,261667.49,2.96,14.57,0.0686,321437.08,3.24
VEH-04830,12.2,0.082,744689.15,3.71,11.39,0.0878,870295.16,4.44
VEH-04831,14.88,0.0672,318519.65,2.56,14.29,0.07,354974.42,2.91
VEH-04832,15.09,0.0663,335187.02,2.76,14.56,0.0687,392314.18,3.23
VEH-04833,13.56,0.0737,666435.01,3.79,11.7,0.0855,771048.28,4.39
VEH-04834,15.93,0.0628,399279.81,3.33,14.06,0.0711,471293.49,3.72
VEH-04835,8.87,0.1127,1109753.52,4.21,7.14,0.1401,1218194.41,4.45
VEH-04836,18.96,0.0527,156373.23,2.51,18.07,0.0553,183411.34,2.76
VEH-04837,18.83,0.0531,168964.75,2.65,18.04,0.0554,202370.55,3.14
VEH-04838,17.82,0.0561,184782.9,2.38,15.98,0.0626,200422.94,2.73
VEH-04839,17.42,0.0574,257030.55,3.01,15.93,0.0628,304620.34,3.35
VEH-04840,10.21,0.0979,1215084.32,4.4,8.35,0.1198,1494955.58,4.8
VEH-04841,13.17,0.0759,716649.19,3.87,12.08,0.0828,859983.88,4.51
VEH-04842,14.92,0.067,531309.39,3.48,13.55,0.0738,611206.37,3.66
VEH-04843,16.86,0.0593,228754.59,2.58,16.26,0.0615,268243.11,3.05
VEH-04844,11.75,0.0851,758059.59,3.64,10.88,0.0919,928365.71,3.84
VEH-04845,17.33,0.0577,339302.68,3.1,16.12,0.062,380227.75,3.47
VEH-04846,16.37,0.0611,249834.72,2.75,15.33,0.0652,271961.19,3.13
VEH-04847,14.59,0.0685,360632.38,2.7,12.68,0.0789,447341.43,3.05
VEH-04848,13.0,0.0769,504007.45,3.32,11.61,0.0861,628627.27,3.92
VEH-04849,11.37,0.088,1061819.27,4.31,9.69,0.1032,1324621.66,4.54
VEH-04850,17.88,0.0559,176470.41,2.5,16.32,0.0613,215636.8,2.89
VEH-04851,18.25,0.0548,271094.49,2.95,17.62,0.0568,335403.44,3.12
VEH-04852,17.71,0.0565,144557.31,2.34,16.37,0.0611,168421.76,2.6
VEH-04853,16.92,0.0591,285741.68,3.1,16.13,0.062,312296.44,3.28
VEH-04854,11.35,0.0881,1121225.62,4.55,10.63,0.0941,1331425.02,4.97
VEH-04855,15.0,0.0667,417119.2,3.07,13.21,0.0757,466062.19,3.4
VEH-04856,15.46,0.0647,315164.89,3.25,14.69,0.0681,391920.91,3.44
VEH-04857,14.52,0.0689,438776.53,3.47,13.92,0.0718,536024.0,3.74
VEH-04858,18.45,0.0542,75419.55,1.94,17.92,0.0558,88792.78,2.2
VEH-04859,13.68,0.0731,544960.03,3.26,12.67,0.0789,667867.86,3.82
VEH-04860,18.77,0.0533,148361.77,2.36,16.82,0.0595,177599.51,2.71
VEH-04861,15.3,0.0654,447130.01,3.26,13.35,0.0749,535347.91,3.47
VEH-04862,15.15,0.066,598605.24,4.26,13.76,0.0727,714607.24,4.99
VEH-04863,16.54,0.0605,261390.93,2.24,15.75,0.0635,325628.97,2.49
VEH-04864,17.5,0.0571,166039.68,2.35,16.32,0.0613,193879.42,2.48
VEH-04865,18.45,0.0542,214071.02,2.61,17.0,0.0588,242417.06,3.09
VEH-04866,14.52,0.0689,425597.37,3.33,13.04,0.0767,476611.19,3.73
VEH-04867,13.5,0.0741,804759.16,4.46,11.97,0.0835,881252.14,4.99
VEH-04868,15.7,0.0637,461006.79,3.18,13.87,0.0721,565323.14,3.64
VEH-04869,11.5,0.087,891291.29,3.99,10.99,0.091,973022.74,4.48
VEH-04870,19.88,0.0503,38857.74,2.1,18.31,0.0546,45043.95,2.23
VEH-04871,9.45,0.1058,1245344.92,4.18,7.68,0.1302,1471896.25,4.49
VEH-04872,15.92,0.0628,298590.19,2.96,14.16,0.0706,326514.16,3.14
VEH-04873,12.46,0.0803,575655.33,3.77,10.61,0.0943,648062.06,4.27
VEH-04874,15.51,0.0645,346441.78,2.89,15.01,0.0666,388120.86,3.38
VEH-04875,15.89,0.0629,259046.26,2.97,14.85,0.0673,316103.79,3.44
VEH-04876,18.14,0.0551,208625.02,2.56,17.39,0.0575,232760.75,2.79
VEH-04877,18.91,0.0529,71460.96,2.42,17.58,0.0569,83896.61,2.74
VEH-04878,16.7,0.0599,228221.55,2.66,15.47,0.0646,256439.27,2.81
VEH-04879,16.89,0.0592,225433.63,2.23,16.06,0.0623,278066.29,2.47
VEH-04880,15.72,0.0636,345612.85,2.73,14.21,0.0704,396119.56,2.87
VEH-04881,14.81,0.0675,421514.31,2.95,13.63,0.0734,470670.5,3.43
VEH-04882,13.22,0.0756,641890.53,3.53,11.34,0.0882,799426.57,3.78
VEH-04883,12.79,0.0782,747432.87,3.7,12.11,0.0826,919478.62,3.99
VEH-04884,20.0,0.05,26509.7,2.11,18.25,0.0548,29144.39,2.32
VEH-04885,15.3,0.0654,347898.22,2.36,14.69,0.0681,416244.84,2.75
VEH-04886,15.18,0.0659,397248.47,3.05,13.46,0.0743,468739.31,3.31
VEH-04887,15.67,0.0638,278979.78,2.85,14.85,0.0673,342211.35,3.02
VEH-04888,13.4,0.0746,600158.31,3.67,12.44,0.0804,729058.86,4.28
VEH-04889,15.55,0.0643,304740.96,2.88,14.76,0.0678,352653.47,3.45
VEH-04890,14.42,0.0693,478477.93,2.96,13.3,0.0752,522454.25,3.16
VEH-04891,19.04,0.0525,139692.86,2.14,18.08,0.0553,156942.03,2.28
VEH-04892,18.16,0.0551,225293.49,2.49,16.97,0.0589,276963.21,2.64
VEH-04893,17.65,0.0567,133400.34,1.88,16.46,0.0608,162265.72,2.17
VEH-04894,19.57,0.0511,147373.02,2.21,18.45,0.0542,182169.43,2.6
VEH-04895,16.08,0.0622,417004.45,3.36,14.66,0.0682,512207.13,3.88
VEH-04896,17.62,0.0568,175318.03,2.2,16.16,0.0619,216922.52,2.41
VEH-04897,15.93,0.0628,469909.17,3.32,14.84,0.0674,566215.87,3.69
VEH-04898,15.22,0.0657,381143.64,2.84,13.78,0.0726,473483.9,3.27
VEH-04899,17.17,0.0582,162801.65,2.24,15.57,0.0642,199311.08,2.61
VEH-04900,14.18,0.0705,476588.15,3.16,13.59,0.0736,561728.64,3.78
VEH-04901,14.46,0.0692,559734.13,3.52,12.62,0.0792,695352.68,3.99
VEH-04902,13.11,0.0763,514384.15,3.45,11.28,0.0887,572341.11,3.93
VEH-04903,17.16,0.0583,303039.63,3.17,16.47,0.0607,327918.2,3.61
VEH-04904,13.23,0.0756,461198.91,2.98,11.42,0.0876,560868.9,3.15
VEH-04905,16.72,0.0598,391885.23,2.95,16.08,0.0622,436664.72,3.3
VEH-04906,16.96,0.059,290935.59,3.0,16.41,0.0609,329286.74,3.55
VEH-04907,15.67,0.0638,581962.99,3.55,14.04,0.0712,686929.34,3.89
VEH-04908,17.87,0.056,166442.43,2.65,16.91,0.0591,189846.25,2.93
VEH-04909,16.28,0.0614,286262.84,2.73,15.61,0.0641,314251.9,3.08
VEH-04910,16.48,0.0607,460162.94,3.24,15.74,0.0635,533969.89,3.68
VEH-04911,15.31,0.0653,309951.03,2.63,13.87,0.0721,353937.9,2.93
VEH-04912,18.41,0.0543,60286.82,1.95,16.63,0.0601,71971.27,2.28
VEH-04913,15.83,0.0632,269647.24,2.45,14.45,0.0692,328057.98,2.62
VEH-04914,17.48,0.0572,294845.86,3.19,16.41,0.0609,342418.66,3.66
VEH-04915,12.51,0.0799,749279.9,3.81,11.32,0.0883,902901.84,4.17
VEH-04916,15.35,0.0651,226446.21,2.72,13.68,0.0731,282482.84,2.87
VEH-04917,14.53,0.0688,476521.66,3.33,14.01,0.0714,523400.94,3.57
VEH-04918,13.29,0.0752,670009.58,3.88,11.58,0.0864,773710.45,4.52
VEH-04919,13.82,0.0724,418278.79,2.88,12.92,0.0774,481919.17,3.24
VEH-04920,16.94,0.059,304833.73,2.77,15.0,0.0667,340947.74,3.2
VEH-04921,14.84,0.0674,380212.17,2.82,13.85,0.0722,421166.14,3.29
VEH-04922,16.87,0.0593,247844.75,2.7,16.1,0.0621,285500.19,3.06
VEH-04923,19.51,0.0513,104913.78,2.07,17.55,0.057,115822.39,2.35
VEH-04924,14.59,0.0685,567459.9,3.27,13.86,0.0722,613391.97,3.46
VEH-04925,12.54,0.0797,734067.66,4.17,10.61,0.0943,879794.16,4.58
VEH-04926,11.65,0.0858,772758.02,3.83,11.11,0.09,926597.52,4.56
VEH-04927,10.65,0.0939,1125560.11,4.18,9.12,0.1096,1295883.95,4.43
VEH-04928,17.2,0.0581,310725.42,3.27,15.62,0.064,366816.98,3.84
VEH-04929,14.25,0.0702,434776.33,3.36,13.26,0.0754,540866.05,3.53
VEH-04930,13.34,0.075,467479.18,3.28,12.73,0.0786,521255.71,3.48
VEH-04931,16.81,0.0595,304945.83,3.06,16.09,0.0622,347781.62,3.56
VEH-04932,16.09,0.0622,308700.51,2.8,14.22,0.0703,354365.62,2.99
VEH-04933,17.07,0.0586,190197.59,2.71,16.48,0.0607,207763.79,3.21
VEH-04934,19.12,0.0523,246066.59,2.8,17.22,0.0581,296340.59,3.07
VEH-04935,16.42,0.0609,294680.51,2.52,15.12,0.0661,321073.33,2.82
VEH-04936,14.55,0.0687,604035.22,3.89,12.66,0.079,752225.96,4.66
VEH-04937,11.49,0.087,795568.16,3.89,10.75,0.093,889816.28,4.4
VEH-04938,16.24,0.0616,378103.25,2.99,15.01,0.0666,411091.52,3.39
VEH-04939,10.97,0.0912,898269.35,3.95,9.61,0.1041,1052141.73,4.52
VEH-04940,13.03,0.0767,531389.55,3.29,11.96,0.0836,613533.55,3.59
VEH-04941,16.74,0.0597,203858.41,2.44,14.91,0.0671,227618.47,2.92
VEH-04942,14.81,0.0675,423802.9,3.34,13.96,0.0716,487943.18,3.54
VEH-04943,15.72,0.0636,256974.05,2.61,13.86,0.0722,280724.52,3.12
VEH-04944,17.39,0.0575,301545.49,2.8,16.33,0.0612,366620.04,2.99
VEH-04945,16.88,0.0592,315655.86,2.8,14.97,0.0668,372850.43,2.96
VEH-04946,10.38,0.0963,1218362.51,4.64,9.63,0.1038,1483453.97,4.95
VEH-04947,14.52,0.0689,506261.72,3.17,13.71,0.0729,594566.16,3.77
VEH-04948,19.42,0.0515,178552.86,2.47,18.45,0.0542,214258.1,2.71
VEH-04949,18.83,0.0531,213974.45,2.48,17.09,0.0585,236237.3,2.68
VEH-04950,16.94,0.059,205891.94,2.47,16.04,0.0623,243211.93,2.61
VEH-04951,15.88,0.063,411086.53,3.0,14.87,0.0672,502656.31,3.43
VEH-04952,17.98,0.0556,204839.18,2.33,17.41,0.0574,228780.49,2.64
VEH-04953,15.61,0.0641,433957.73,3.13,14.82,0.0675,495877.73,3.65
