vehicle_id,vehicle_type,make,model_name,model_year,department,fuel_type,purchase_price_inr,odometer_km,vehicle_age_yrs,status_now,status_future,fleet_degradation_now,fleet_degradation_future
VEH-06017,Water Tanker,Tata,TIPPER 1618,2013,WATER DEPARTMENT,Diesel,5167000,55231,11,Under Maintenance,Under Maintenance,0.3093,0.3975
VEH-06018,Fire Engine,Ashok Leyland,Dost Strong,2016,FIRE DEPARTMENT,Diesel,5958000,68783,8,In Service,In Service,0.313,0.4142
VEH-06019,Fire Engine,Ashok Leyland,Dost Strong,2012,FIRE DEPARTMENT,Diesel,5451000,36944,12,Active,In Service,0.1919,0.2591
VEH-06020,Water Tanker,Tata,TIPPER 1618,2020,WATER DEPARTMENT,CNG,4394000,117446,4,Under Maintenance,Under Maintenance,0.6133,0.7278
VEH-06021,Rescue Van,Force Motors,Traveller,2021,FIRE DEPARTMENT,Diesel,2604000,71914,3,Under Maintenance,Under Maintenance,0.4597,0.5699
VEH-06022,Road Roller,CASE,SV210D,2021,PUBLIC WORKS,Petrol,2279000,21045,3,In Service,In Service,0.0959,0.1291
VEH-06023,Garbage Truck,Ashok Leyland,Captain 3520,2020,PUBLIC WORKS,Petrol,1408000,112730,4,In Service,Under Maintenance,0.606,0.6689
VEH-06024,Inspection Van,Maruti Suzuki,Eeco,2017,WATER DEPARTMENT,Diesel,2292000,32162,7,In Service,In Service,0.1681,0.2047
VEH-06025,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2022,WATER DEPARTMENT,CNG,2387000,18764,2,Active,Active,0.0655,0.1169
VEH-06027,Garbage Truck,Ashok Leyland,Captain 3520,2014,PUBLIC WORKS,Electric,4577000,68939,10,Active,Active,0.359,0.4697
VEH-06028,Water Tanker,Tata,TIPPER 1618,2015,WATER DEPARTMENT,Diesel,3509000,82140,9,In Service,In Service,0.4611,0.4961
VEH-06029,Prison Van,Tata,Winger,2017,POLICE DEPARTMENT,Diesel,4815000,39793,7,Active,Active,0.1597,0.1929
VEH-06030,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2015,WATER DEPARTMENT,Diesel,2579000,104142,9,In Service,In Service,0.6014,0.6896
VEH-06031,SUV,Toyota,Innova Crysta,2012,POLICE DEPARTMENT,CNG,3248000,119788,12,In Service,In Service,0.6386,0.6898
VEH-06033,Motorcycle,Royal Enfield,Bullet 350,2016,POLICE DEPARTMENT,Diesel,3590000,18250,8,In Service,In Service,0.1489,0.2539
VEH-06035,Patrol Car,Maruti Suzuki,Swift Dzire,2020,POLICE DEPARTMENT,Diesel,1146000,60621,4,Under Maintenance,Under Maintenance,0.3629,0.4304
VEH-06037,Prison Van,Tata,Winger,2019,POLICE DEPARTMENT,Diesel,4219000,100129,5,Active,In Service,0.6111,0.6839
VEH-06038,Road Roller,CASE,SV210D,2012,PUBLIC WORKS,Petrol,4666000,117912,12,Under Maintenance,Under Maintenance,0.6771,0.7769
VEH-06039,Inspection Van,Maruti Suzuki,Eeco,2012,WATER DEPARTMENT,Diesel,1312000,85159,12,In Service,In Service,0.4968,0.5538
VEH-06040,Road Roller,CASE,SV210D,2018,PUBLIC WORKS,Petrol,4829000,44638,6,Active,Active,0.3048,0.4093
VEH-06041,Patrol Car,Maruti Suzuki,Swift Dzire,2017,POLICE DEPARTMENT,Diesel,5291000,92102,7,Under Maintenance,Under Maintenance,0.4864,0.5749
VEH-06042,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2016,WATER DEPARTMENT,Petrol,3744000,118379,8,In Service,In Service,0.7119,0.7793
VEH-06043,Fire Engine,Ashok Leyland,Dost Strong,2016,FIRE DEPARTMENT,CNG,3341000,56853,8,In Service,Under Maintenance,0.2962,0.3716
VEH-06044,Inspection Van,Maruti Suzuki,Eeco,2020,WATER DEPARTMENT,Diesel,3192000,128406,4,Under Maintenance,Under Maintenance,0.6747,0.7147
VEH-06045,Prison Van,Tata,Winger,2012,POLICE DEPARTMENT,Petrol,2343000,100081,12,In Service,In Service,0.6019,0.7123
VEH-06046,Patrol Car,Maruti Suzuki,Swift Dzire,2019,POLICE DEPARTMENT,Petrol,5465000,32500,5,Active,Active,0.2331,0.3435
VEH-06047,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2013,WATER DEPARTMENT,Diesel,5317000,78296,11,Active,Active,0.3683,0.4327
VEH-06048,Rescue Van,Force Motors,Traveller,2018,FIRE DEPARTMENT,Diesel,3460000,167849,6,Under Maintenance,Under Maintenance,0.867,0.9563
VEH-06049,Dump Truck,BharatBenz,1617R,2017,PUBLIC WORKS,CNG,2061000,66877,7,In Service,In Service,0.4044,0.5032
VEH-06050,Road Roller,CASE,SV210D,2021,PUBLIC WORKS,Electric,5533000,77078,3,In Service,In Service,0.4712,0.5755
VEH-06051,Fire Engine,Ashok Leyland,Dost Strong,2013,FIRE DEPARTMENT,Electric,4603000,107355,11,In Service,In Service,0.6242,0.7194
VEH-06052,Garbage Truck,Ashok Leyland,Captain 3520,2023,PUBLIC WORKS,CNG,5079000,39157,1,Active,Active,0.2014,0.2765
VEH-06053,Rescue Van,Force Motors,Traveller,2014,FIRE DEPARTMENT,Diesel,5104000,80970,10,Under Maintenance,Under Maintenance,0.4845,0.5773
VEH-06054,Rescue Van,Force Motors,Traveller,2015,FIRE DEPARTMENT,Diesel,1782000,28748,9,In Service,In Service,0.1929,0.3082
VEH-06055,Garbage Truck,Ashok Leyland,Captain 3520,2018,PUBLIC WORKS,Diesel,1081000,24020,6,Active,Active,0.103,0.1754
VEH-06056,Water Tender,Tata,ULTRA 812,2019,FIRE DEPARTMENT,Diesel,3427000,79882,5,In Service,In Service,0.4865,0.5239
VEH-06057,Rescue Van,Force Motors,Traveller,2022,FIRE DEPARTMENT,Diesel,3224000,43169,2,Active,Active,0.2239,0.3267
VEH-06058,Aerial Ladder Truck,Tata,LPT 2518,2013,FIRE DEPARTMENT,Diesel,2471000,38638,11,Active,Active,0.2282,0.3231
VEH-06059,Street Sweeper,Tata,LPT 1613,2019,PUBLIC WORKS,CNG,4562000,31219,5,Active,Active,0.1366,0.1933
VEH-06060,Tipper Truck,Tata,Prima 3130.K,2022,PUBLIC WORKS,Electric,3955000,46682,2,In Service,In Service,0.1377,0.2206
VEH-06061,Fire Engine,Ashok Leyland,Dost Strong,2020,FIRE DEPARTMENT,Electric,2803000,57426,4,Active,Active,0.3799,0.4165
VEH-06063,Aerial Ladder Truck,Tata,LPT 2518,2012,FIRE DEPARTMENT,CNG,3605000,87605,12,Active,Active,0.5048,0.5707
VEH-06064,Rescue Van,Force Motors,Traveller,2017,FIRE DEPARTMENT,Diesel,5692000,61482,7,Active,In Service,0.3618,0.4144
VEH-06066,Prison Van,Tata,Winger,2016,POLICE DEPARTMENT,Petrol,4203000,68582,8,In Service,In Service,0.3541,0.415
VEH-06067,Fire Engine,Ashok Leyland,Dost Strong,2023,FIRE DEPARTMENT,Diesel,5532000,47980,1,Active,Active,0.2868,0.4011
VEH-06069,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2016,WATER DEPARTMENT,Diesel,3631000,40974,8,Active,Active,0.2434,0.2915
VEH-06071,Garbage Truck,Ashok Leyland,Captain 3520,2013,PUBLIC WORKS,Diesel,1384000,44699,11,In Service,In Service,0.2976,0.3518
VEH-06073,Inspection Van,Maruti Suzuki,Eeco,2015,WATER DEPARTMENT,Diesel,4893000,73808,9,Active,Active,0.3277,0.3592
VEH-06074,Aerial Ladder Truck,Tata,LPT 2518,2015,FIRE DEPARTMENT,Petrol,5854000,95765,9,In Service,In Service,0.537,0.6501
VEH-06076,Water Tanker,Tata,TIPPER 1618,2014,WATER DEPARTMENT,Petrol,4450000,68218,10,In Service,In Service,0.4069,0.5056
VEH-06078,Fire Engine,Ashok Leyland,Dost Strong,2014,FIRE DEPARTMENT,Diesel,3984000,94018,10,Active,Active,0.5256,0.6317
VEH-06079,Aerial Ladder Truck,Tata,LPT 2518,2013,FIRE DEPARTMENT,Petrol,5088000,32262,11,Active,Active,0.2425,0.3347
VEH-06081,Water Tender,Tata,ULTRA 812,2019,FIRE DEPARTMENT,CNG,1769000,32288,5,Active,In Service,0.1756,0.2093
VEH-06082,Garbage Truck,Ashok Leyland,Captain 3520,2012,PUBLIC WORKS,Diesel,5184000,89416,12,In Service,Under Maintenance,0.4384,0.5009
VEH-06083,Rescue Van,Force Motors,Traveller,2019,FIRE DEPARTMENT,Diesel,3038000,72688,5,Active,Active,0.4154,0.4501
VEH-06086,Water Tender,Tata,ULTRA 812,2021,FIRE DEPARTMENT,Diesel,3177000,42762,3,Active,Active,0.2716,0.3223
VEH-06087,Patrol Car,Maruti Suzuki,Swift Dzire,2021,POLICE DEPARTMENT,Petrol,1068000,70251,3,Active,Active,0.4449,0.5065
VEH-06088,Water Tanker,Tata,TIPPER 1618,2023,WATER DEPARTMENT,Electric,4799000,14779,1,Under Maintenance,Under Maintenance,0.0878,0.1541
VEH-06089,Motorcycle,Royal Enfield,Bullet 350,2023,POLICE DEPARTMENT,Diesel,2471000,24527,1,In Service,Under Maintenance,0.1025,0.1402
VEH-06090,Water Tanker,Tata,TIPPER 1618,2017,WATER DEPARTMENT,Diesel,2833000,60470,7,In Service,In Service,0.3818,0.4664
VEH-06091,Rescue Van,Force Motors,Traveller,2015,FIRE DEPARTMENT,CNG,2618000,70242,9,Active,Active,0.3171,0.3785
VEH-06092,Patrol Car,Maruti Suzuki,Swift Dzire,2012,POLICE DEPARTMENT,Diesel,4410000,60868,12,Active,Active,0.2663,0.3648
VEH-06094,Fire Engine,Ashok Leyland,Dost Strong,2016,FIRE DEPARTMENT,Diesel,5040000,61201,8,Active,Active,0.3636,0.4279
VEH-06095,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2023,WATER DEPARTMENT,Diesel,4318000,37411,1,Active,Active,0.2595,0.3562
VEH-06096,Prison Van,Tata,Winger,2019,POLICE DEPARTMENT,Petrol,5519000,57075,5,In Service,Under Maintenance,0.3171,0.3737
VEH-06097,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2012,WATER DEPARTMENT,Diesel,2055000,100092,12,Active,Active,0.4983,0.6013
VEH-06098,Tipper Truck,Tata,Prima 3130.K,2013,PUBLIC WORKS,Diesel,3374000,79231,11,Active,Active,0.366,0.4575
VEH-06099,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2018,WATER DEPARTMENT,Petrol,5839000,82462,6,In Service,In Service,0.3999,0.4524
VEH-06100,Garbage Truck,Ashok Leyland,Captain 3520,2019,PUBLIC WORKS,Diesel,2097000,86824,5,Active,Active,0.3967,0.4681
VEH-06102,SUV,Toyota,Innova Crysta,2014,POLICE DEPARTMENT,Petrol,2433000,57784,10,In Service,In Service,0.3542,0.4481
VEH-06104,Garbage Truck,Ashok Leyland,Captain 3520,2023,PUBLIC WORKS,Diesel,3597000,5000,1,In Service,In Service,0.0564,0.0865
VEH-06105,Inspection Van,Maruti Suzuki,Eeco,2019,WATER DEPARTMENT,Diesel,4958000,100241,5,Active,Active,0.4993,0.5971
VEH-06106,Water Tanker,Tata,TIPPER 1618,2012,WATER DEPARTMENT,Petrol,4023000,86942,12,Under Maintenance,Under Maintenance,0.5036,0.5744
VEH-06107,Aerial Ladder Truck,Tata,LPT 2518,2020,FIRE DEPARTMENT,Petrol,805000,46332,4,Active,Active,0.243,0.3191
VEH-06108,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2023,WATER DEPARTMENT,Diesel,2550000,17344,1,In Service,Under Maintenance,0.1407,0.2575
VEH-06109,Water Tanker,Tata,TIPPER 1618,2013,WATER DEPARTMENT,Diesel,2598000,40288,11,In Service,In Service,0.2087,0.2506
VEH-06110,Street Sweeper,Tata,LPT 1613,2013,PUBLIC WORKS,Diesel,3349000,48799,11,In Service,Under Maintenance,0.2286,0.2615
VEH-06111,Garbage Truck,Ashok Leyland,Captain 3520,2015,PUBLIC WORKS,CNG,5516000,46465,9,Active,Active,0.2423,0.2893
VEH-06112,Rescue Van,Force Motors,Traveller,2023,FIRE DEPARTMENT,Diesel,5548000,22049,1,Active,Active,0.0938,0.1879
VEH-06113,Garbage Truck,Ashok Leyland,Captain 3520,2021,PUBLIC WORKS,CNG,3191000,54393,3,In Service,Under Maintenance,0.2772,0.3236
VEH-06114,Water Tender,Tata,ULTRA 812,2014,FIRE DEPARTMENT,Petrol,4573000,65980,10,Active,In Service,0.3698,0.4474
VEH-06116,SUV,Toyota,Innova Crysta,2017,POLICE DEPARTMENT,Electric,2295000,84141,7,In Service,In Service,0.5194,0.6251
VEH-06117,Patrol Car,Maruti Suzuki,Swift Dzire,2018,POLICE DEPARTMENT,Diesel,3206000,90988,6,Active,Active,0.4691,0.518
VEH-06118,Garbage Truck,Ashok Leyland,Captain 3520,2016,PUBLIC WORKS,Diesel,5201000,57876,8,In Service,In Service,0.3107,0.4215
VEH-06120,Prison Van,Tata,Winger,2014,POLICE DEPARTMENT,Diesel,3256000,78064,10,Active,Active,0.4806,0.5982
VEH-06121,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2021,WATER DEPARTMENT,Diesel,1620000,99739,3,Under Maintenance,Under Maintenance,0.5629,0.6731
VEH-06122,Water Tanker,Tata,TIPPER 1618,2022,WATER DEPARTMENT,Diesel,4662000,57009,2,Active,In Service,0.3833,0.419
VEH-06123,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2014,WATER DEPARTMENT,Electric,2683000,57732,10,In Service,In Service,0.3274,0.4139
VEH-06124,Road Roller,CASE,SV210D,2016,PUBLIC WORKS,Petrol,4728000,84222,8,In Service,In Service,0.4213,0.4909
VEH-06125,Motorcycle,Royal Enfield,Bullet 350,2023,POLICE DEPARTMENT,CNG,5847000,14746,1,In Service,Under Maintenance,0.0656,0.1208
VEH-06126,Prison Van,Tata,Winger,2022,POLICE DEPARTMENT,Diesel,1272000,75952,2,Active,In Service,0.4707,0.5291
VEH-06127,Rescue Van,Force Motors,Traveller,2023,FIRE DEPARTMENT,Petrol,5283000,60017,1,In Service,In Service,0.3155,0.4304
VEH-06129,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2015,WATER DEPARTMENT,Diesel,5318000,63135,9,Active,Active,0.3581,0.3973
VEH-06131,Aerial Ladder Truck,Tata,LPT 2518,2017,FIRE DEPARTMENT,Diesel,2994000,95575,7,In Service,In Service,0.5471,0.6598
VEH-06132,Patrol Car,Maruti Suzuki,Swift Dzire,2017,POLICE DEPARTMENT,CNG,3172000,26580,7,In Service,In Service,0.1595,0.2448
VEH-06133,Aerial Ladder Truck,Tata,LPT 2518,2012,FIRE DEPARTMENT,Diesel,2313000,95257,12,Active,In Service,0.5403,0.6338
VEH-06134,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2017,WATER DEPARTMENT,Diesel,4436000,70945,7,Under Maintenance,Under Maintenance,0.3885,0.4497
VEH-06135,Water Tanker,Tata,TIPPER 1618,2014,WATER DEPARTMENT,Diesel,5464000,126160,10,In Service,Under Maintenance,0.6188,0.6706
VEH-06136,Water Tanker,Tata,TIPPER 1618,2017,WATER DEPARTMENT,Electric,3831000,145262,7,Under Maintenance,Under Maintenance,0.7517,0.8218
VEH-06137,Rescue Van,Force Motors,Traveller,2021,FIRE DEPARTMENT,Diesel,2328000,24035,3,Active,In Service,0.1268,0.1875
VEH-06138,Street Sweeper,Tata,LPT 1613,2022,PUBLIC WORKS,Petrol,4529000,76251,2,In Service,In Service,0.3857,0.5007
VEH-06139,Prison Van,Tata,Winger,2017,POLICE DEPARTMENT,Diesel,2120000,31987,7,Active,Active,0.2032,0.2481
VEH-06140,SUV,Toyota,Innova Crysta,2013,POLICE DEPARTMENT,Diesel,2182000,86036,11,In Service,In Service,0.5306,0.6499
VEH-06141,Rescue Van,Force Motors,Traveller,2012,FIRE DEPARTMENT,Petrol,4117000,100735,12,Active,Active,0.4762,0.5878
VEH-06143,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2014,WATER DEPARTMENT,Diesel,2859000,78058,10,In Service,In Service,0.4046,0.4654
VEH-06144,Road Roller,CASE,SV210D,2016,PUBLIC WORKS,Diesel,2715000,118702,8,Active,Active,0.6617,0.7568
VEH-06145,SUV,Toyota,Innova Crysta,2015,POLICE DEPARTMENT,CNG,1075000,97444,9,Active,Active,0.4977,0.571
VEH-06146,Water Tanker,Tata,TIPPER 1618,2018,WATER DEPARTMENT,Diesel,5574000,93728,6,Active,In Service,0.4188,0.4825
VEH-06147,Aerial Ladder Truck,Tata,LPT 2518,2015,FIRE DEPARTMENT,Diesel,5676000,94044,9,In Service,Under Maintenance,0.5526,0.6125
VEH-06148,Fire Engine,Ashok Leyland,Dost Strong,2019,FIRE DEPARTMENT,Diesel,2866000,78459,5,Under Maintenance,Under Maintenance,0.4077,0.4449
VEH-06149,Prison Van,Tata,Winger,2018,POLICE DEPARTMENT,Diesel,2721000,28595,6,Active,Active,0.1754,0.2445
VEH-06150,Street Sweeper,Tata,LPT 1613,2021,PUBLIC WORKS,Diesel,1432000,43600,3,Active,Active,0.242,0.2943
VEH-06151,Fire Engine,Ashok Leyland,Dost Strong,2020,FIRE DEPARTMENT,Diesel,3725000,32455,4,Under Maintenance,Under Maintenance,0.2323,0.264
VEH-06152,Water Tender,Tata,ULTRA 812,2012,FIRE DEPARTMENT,Diesel,2608000,72267,12,Under Maintenance,Under Maintenance,0.4102,0.4612
VEH-06153,Water Tanker,Tata,TIPPER 1618,2016,WATER DEPARTMENT,Diesel,5183000,31369,8,Active,Active,0.1966,0.2477
VEH-06154,Water Tanker,Tata,TIPPER 1618,2015,WATER DEPARTMENT,CNG,4612000,83133,9,In Service,In Service,0.4075,0.4647
VEH-06155,Water Tanker,Tata,TIPPER 1618,2017,WATER DEPARTMENT,Diesel,1441000,64592,7,Active,In Service,0.3813,0.4963
VEH-06156,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2012,WATER DEPARTMENT,Diesel,1916000,52065,12,Under Maintenance,Under Maintenance,0.2908,0.4017
VEH-06157,Patrol Car,Maruti Suzuki,Swift Dzire,2017,POLICE DEPARTMENT,Diesel,1414000,55663,7,Active,Active,0.2631,0.296
VEH-06158,Motorcycle,Royal Enfield,Bullet 350,2012,POLICE DEPARTMENT,Diesel,1506000,63639,12,Active,In Service,0.3174,0.3689
VEH-06159,Inspection Van,Maruti Suzuki,Eeco,2012,WATER DEPARTMENT,Petrol,1148000,94122,12,Under Maintenance,Under Maintenance,0.4627,0.5325
VEH-06160,Road Roller,CASE,SV210D,2019,PUBLIC WORKS,Diesel,2704000,55541,5,Active,Active,0.2649,0.3199
VEH-06161,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2013,WATER DEPARTMENT,Diesel,3951000,62038,11,Active,Active,0.3251,0.3907
VEH-06164,Rescue Van,Force Motors,Traveller,2017,FIRE DEPARTMENT,CNG,5750000,37698,7,Active,Active,0.2074,0.2751
VEH-06166,Water Tender,Tata,ULTRA 812,2019,FIRE DEPARTMENT,Diesel,1649000,47241,5,In Service,Under Maintenance,0.2797,0.3345
VEH-06167,Water Tender,Tata,ULTRA 812,2015,FIRE DEPARTMENT,Diesel,2890000,92870,9,Under Maintenance,Under Maintenance,0.4992,0.5481
VEH-06168,Street Sweeper,Tata,LPT 1613,2014,PUBLIC WORKS,Petrol,2847000,54792,10,Active,Active,0.3716,0.4207
VEH-06169,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2017,WATER DEPARTMENT,Diesel,890000,14597,7,Under Maintenance,Under Maintenance,0.1577,0.2596
VEH-06170,Water Tanker,Tata,TIPPER 1618,2015,WATER DEPARTMENT,Diesel,1108000,43329,9,In Service,In Service,0.3347,0.3822
VEH-06171,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2013,WATER DEPARTMENT,Diesel,2494000,47284,11,Active,Active,0.323,0.435
VEH-06172,Prison Van,Tata,Winger,2017,POLICE DEPARTMENT,Diesel,2430000,28433,7,Active,In Service,0.1718,0.2422
VEH-06173,Water Tanker,Tata,TIPPER 1618,2021,WATER DEPARTMENT,Diesel,2287000,48141,3,Active,Active,0.2745,0.3525
VEH-06174,Dump Truck,BharatBenz,1617R,2016,PUBLIC WORKS,Diesel,3520000,40420,8,Active,Active,0.2662,0.3512
VEH-06175,Rescue Van,Force Motors,Traveller,2022,FIRE DEPARTMENT,Petrol,1833000,47563,2,Active,Active,0.3048,0.3624
VEH-06176,Water Tender,Tata,ULTRA 812,2020,FIRE DEPARTMENT,Electric,3432000,52236,4,Active,Active,0.3391,0.4497
VEH-06177,Fire Engine,Ashok Leyland,Dost Strong,2022,FIRE DEPARTMENT,Petrol,1064000,71657,2,In Service,In Service,0.3882,0.473
VEH-06178,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2017,WATER DEPARTMENT,Diesel,3389000,25138,7,Active,Active,0.1537,0.2647
VEH-06179,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2014,WATER DEPARTMENT,Petrol,4690000,106592,10,In Service,In Service,0.5852,0.6608
VEH-06181,Patrol Car,Maruti Suzuki,Swift Dzire,2016,POLICE DEPARTMENT,CNG,5455000,70728,8,Active,Active,0.4129,0.4457
VEH-06182,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2021,WATER DEPARTMENT,Petrol,4165000,97981,3,Active,Active,0.5385,0.5962
VEH-06183,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2019,WATER DEPARTMENT,Petrol,5908000,103095,5,In Service,In Service,0.5604,0.6667
VEH-06184,Road Roller,CASE,SV210D,2020,PUBLIC WORKS,Diesel,2706000,99151,4,Active,In Service,0.4964,0.5504
VEH-06185,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2019,WATER DEPARTMENT,Diesel,4404000,44928,5,In Service,In Service,0.2215,0.2951
VEH-06186,Motorcycle,Royal Enfield,Bullet 350,2014,POLICE DEPARTMENT,Diesel,5944000,79930,10,Under Maintenance,Under Maintenance,0.3723,0.4205
VEH-06187,Patrol Car,Maruti Suzuki,Swift Dzire,2020,POLICE DEPARTMENT,Diesel,4413000,50205,4,In Service,In Service,0.3146,0.4121
VEH-06189,Water Tanker,Tata,TIPPER 1618,2019,WATER DEPARTMENT,Diesel,5026000,22342,5,In Service,In Service,0.1463,0.2576
VEH-06190,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2021,WATER DEPARTMENT,Petrol,2622000,97270,3,In Service,In Service,0.5092,0.5712
VEH-06191,Prison Van,Tata,Winger,2020,POLICE DEPARTMENT,Electric,2267000,38535,4,In Service,In Service,0.2427,0.3613
VEH-06192,Prison Van,Tata,Winger,2018,POLICE DEPARTMENT,Diesel,5103000,58210,6,Active,In Service,0.272,0.381
VEH-06193,SUV,Toyota,Innova Crysta,2015,POLICE DEPARTMENT,Diesel,2886000,50208,9,Active,Active,0.3331,0.4035
VEH-06194,Street Sweeper,Tata,LPT 1613,2021,PUBLIC WORKS,CNG,4157000,120963,3,Under Maintenance,Under Maintenance,0.7217,0.8291
VEH-06195,Patrol Car,Maruti Suzuki,Swift Dzire,2020,POLICE DEPARTMENT,Electric,5313000,69446,4,Active,Active,0.3829,0.4511
VEH-06196,Water Tanker,Tata,TIPPER 1618,2014,WATER DEPARTMENT,Diesel,1594000,62187,10,Active,In Service,0.2588,0.3597
VEH-06198,Dump Truck,BharatBenz,1617R,2013,PUBLIC WORKS,Diesel,1735000,62859,11,In Service,Under Maintenance,0.322,0.375
VEH-06199,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2021,WATER DEPARTMENT,Diesel,3940000,12278,3,Active,Active,0.1071,0.2035
VEH-06200,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2014,WATER DEPARTMENT,CNG,3351000,66193,10,Active,Active,0.3844,0.5012
VEH-06201,Prison Van,Tata,Winger,2012,POLICE DEPARTMENT,Petrol,5340000,103552,12,In Service,In Service,0.5591,0.6545
VEH-06202,Rescue Van,Force Motors,Traveller,2015,FIRE DEPARTMENT,Diesel,5484000,91813,9,Under Maintenance,Under Maintenance,0.5875,0.7054
VEH-06203,Dump Truck,BharatBenz,1617R,2019,PUBLIC WORKS,CNG,4806000,120527,5,Under Maintenance,Under Maintenance,0.6806,0.7935
VEH-06204,Prison Van,Tata,Winger,2016,POLICE DEPARTMENT,Petrol,4069000,86481,8,Active,In Service,0.4191,0.4875
VEH-06205,Water Tanker,Tata,TIPPER 1618,2013,WATER DEPARTMENT,Electric,2272000,100896,11,In Service,In Service,0.5061,0.5815
VEH-06206,Garbage Truck,Ashok Leyland,Captain 3520,2014,PUBLIC WORKS,Electric,3337000,69227,10,Active,In Service,0.289,0.3362
VEH-06209,Aerial Ladder Truck,Tata,LPT 2518,2012,FIRE DEPARTMENT,Diesel,3749000,62222,12,Active,Active,0.3631,0.4401
VEH-06210,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2013,WATER DEPARTMENT,Electric,2163000,88822,11,Active,Active,0.4871,0.6047
VEH-06211,Fire Engine,Ashok Leyland,Dost Strong,2014,FIRE DEPARTMENT,Electric,2253000,65275,10,In Service,In Service,0.3247,0.3651
VEH-06212,Inspection Van,Maruti Suzuki,Eeco,2012,WATER DEPARTMENT,Petrol,1727000,64882,12,In Service,In Service,0.3509,0.4266
VEH-06213,Fire Engine,Ashok Leyland,Dost Strong,2022,FIRE DEPARTMENT,Diesel,1203000,17157,2,Active,In Service,0.0739,0.1518
VEH-06215,SUV,Toyota,Innova Crysta,2021,POLICE DEPARTMENT,CNG,2020000,87331,3,Under Maintenance,Under Maintenance,0.4998,0.6015
VEH-06216,Prison Van,Tata,Winger,2016,POLICE DEPARTMENT,Petrol,2946000,127619,8,In Service,Under Maintenance,0.7411,0.8447
VEH-06217,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2019,WATER DEPARTMENT,Diesel,1196000,15945,5,Active,Active,0.1463,0.2571
VEH-06219,Aerial Ladder Truck,Tata,LPT 2518,2019,FIRE DEPARTMENT,Petrol,1087000,69248,5,Active,Active,0.3681,0.4653
VEH-06220,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2018,WATER DEPARTMENT,CNG,1818000,58094,6,Active,Active,0.2964,0.4022
VEH-06221,SUV,Toyota,Innova Crysta,2023,POLICE DEPARTMENT,Diesel,5185000,35599,1,In Service,In Service,0.181,0.2175
VEH-06222,Patrol Car,Maruti Suzuki,Swift Dzire,2015,POLICE DEPARTMENT,Diesel,1132000,42309,9,Active,Active,0.2266,0.2912
VEH-06223,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2018,WATER DEPARTMENT,Petrol,1345000,37860,6,Active,Active,0.2289,0.2845
VEH-06225,Water Tanker,Tata,TIPPER 1618,2014,WATER DEPARTMENT,Diesel,2167000,78841,10,In Service,In Service,0.4306,0.4884
VEH-06226,SUV,Toyota,Innova Crysta,2020,POLICE DEPARTMENT,Diesel,4822000,47273,4,Under Maintenance,Under Maintenance,0.2709,0.346
VEH-06227,Inspection Van,Maruti Suzuki,Eeco,2023,WATER DEPARTMENT,Diesel,3022000,75838,1,Under Maintenance,Under Maintenance,0.3874,0.4555
VEH-06228,Street Sweeper,Tata,LPT 1613,2021,PUBLIC WORKS,Diesel,3778000,95711,3,Under Maintenance,Under Maintenance,0.4631,0.5614
VEH-06229,Prison Van,Tata,Winger,2020,POLICE DEPARTMENT,Diesel,1375000,61137,4,Active,Active,0.3019,0.3839
VEH-06230,Aerial Ladder Truck,Tata,LPT 2518,2016,FIRE DEPARTMENT,Petrol,4427000,95989,8,Under Maintenance,Under Maintenance,0.497,0.5626
VEH-06231,Fire Engine,Ashok Leyland,Dost Strong,2019,FIRE DEPARTMENT,Diesel,5723000,17557,5,Active,In Service,0.1114,0.1532
